district,address,area,orientation,room,living,bathroom,floor,rent,
惠州,惠东,110,南,3,2,1,26,2500,
惠州,大亚湾,140,东南,5,2,2,33,2500,
惠州,大亚湾,125,南,4,2,2,34,2500,
惠州,惠城,105,西南,3,2,2,32,2500,
惠州,惠阳,137,南,3,2,2,5,2500,
惠州,惠阳,83,北,3,1,1,21,2500,
惠州,大亚湾,78,南,2,2,0,24,2500,
惠州,博罗,120,南,3,2,2,26,2500,
惠州,大亚湾,124,南北,3,2,1,18,2500,
惠州,大亚湾,122.65,南北,4,2,2,33,2500,
惠州,惠城,98,南,3,2,1,18,2500,
惠州,大亚湾,89,南,3,2,2,34,2500,
惠州,惠城,138,南,4,2,2,6,2500,
惠州,惠城,78,北,2,2,1,15,2500,
惠州,惠城,39,西北,1,1,1,43,2500,
惠州,大亚湾,112,南北,4,2,2,32,2500,
惠州,惠阳,82.5,南,3,2,1,29,2500,
惠州,惠阳,88,南,4,2,1,34,2500,
惠州,大亚湾,120,南,4,2,2,29,2500,
惠州,惠阳,92,南,3,2,2,34,2500,
惠州,惠阳,107,南,3,2,2,32,2500,
惠州,惠阳,120,东,3,2,1,34,2500,
惠州,大亚湾,161.79,南,3,2,2,31,2500,
惠州,大亚湾,99,南北,3,2,1,11,2500,
惠州,惠阳,98.05,南北,4,2,2,30,2500,
惠州,大亚湾,119,南,5,2,2,33,2500,
惠州,大亚湾,110,南北,3,2,1,32,2500,
惠州,惠阳,102,南,3,2,1,29,2500,
惠州,大亚湾,160,南,3,2,2,33,2500,
惠州,大亚湾,109.99,南,3,2,2,18,2500,
惠州,仲恺高新技术产业开发区,93.24,南,3,2,2,32,2500,
惠州,惠阳,109,南,3,2,2,25,2500,
惠州,大亚湾,74,南,1,1,1,31,2500,
惠州,大亚湾,128,南,4,2,2,32,2500,
惠州,大亚湾,89,南,3,2,1,34,2500,
惠州,大亚湾,108,南,3,2,2,26,2500,
惠州,惠阳,118,南北,3,2,2,32,2500,
惠州,惠城,100,东南,1,0,1,7,2500,
惠州,惠城,75,南,3,2,1,26,2500,
惠州,大亚湾,140,南,4,2,2,31,2500,
惠州,大亚湾,131,南,4,2,2,33,2500,
惠州,惠阳,118,南北,3,2,2,32,2500,
惠州,惠城,89,东南,2,1,1,32,2500,
惠州,惠阳,118,南,3,2,2,33,2500,
惠州,惠城,106,南,4,2,2,28,2500,
惠州,惠城,88,南,3,2,1,33,2500,
惠州,惠阳,98.5,东南,3,2,2,31,2500,
惠州,惠阳,127,南,4,2,2,29,2500,
惠州,惠阳,135,南北,4,2,2,31,2500,
惠州,大亚湾,125,北,4,2,2,34,2500,
惠州,惠阳,87.58,东南,3,2,1,28,2500,
惠州,惠阳,90.03,南,3,2,1,34,2500,
惠州,大亚湾,99.7,南,3,2,2,29,2500,
惠州,惠城,113,南,3,2,2,12,2500,
惠州,惠阳,108.5,南,3,2,2,31,2500,
惠州,惠阳,98,东南,4,2,3,31,2500,
惠州,惠阳,95,南,4,2,2,32,2500,
惠州,大亚湾,120,南北,4,2,2,33,2500,
惠州,惠城,88,西南,3,2,2,30,2500,
惠州,惠阳,139,南北,5,2,2,33,2500,
惠州,惠城,86,南,3,2,2,32,2500,
惠州,惠阳,140,北,3,2,2,10,2500,
惠州,仲恺高新技术产业开发区,114,西南,4,2,2,18,2500,
惠州,惠城,53,南,1,1,1,43,2500,
惠州,惠阳,118,东南,3,2,2,33,2500,
惠州,惠阳,91,西南,3,2,2,29,2500,
惠州,大亚湾,106.7,南,3,2,2,31,2500,
惠州,惠阳,89,南,3,2,1,34,2500,
惠州,仲恺高新技术产业开发区,122,南,4,2,2,32,2500,
惠州,惠阳,75,南,2,2,1,31,2500,
惠州,惠阳,129,西南,3,2,2,18,2500,
惠州,惠阳,128,南,3,2,1,23,2500,
惠州,惠阳,93,东南,3,2,1,32,2500,
惠州,惠城,135.2,南北,3,2,2,25,2500,
惠州,博罗,125.75,南,4,2,2,18,2500,
惠州,大亚湾,126,南北,5,2,2,33,2500,
惠州,大亚湾,110,南北,4,2,2,28,2500,
惠州,博罗,113,南,3,2,2,32,2500,
惠州,大亚湾,130,南,4,2,2,33,2500,
惠州,惠城,117,东南,2,2,2,6,2500,
惠州,惠阳,103.21,南北,3,2,2,32,2500,
惠州,大亚湾,92,南,4,2,1,29,2500,
惠州,博罗,114,南北,3,2,2,31,2500,
惠州,惠城,128,南,3,2,2,15,2500,
惠州,惠城,144.86,西北,3,2,2,9,2500,
惠州,大亚湾,110.3,南北,4,2,2,34,2500,
惠州,博罗,129.63,南,4,2,2,25,2500,
惠州,惠阳,113,东南,4,2,2,25,2500,
惠州,惠阳,116,东南,4,2,2,31,2500,
惠州,惠城,90,东南,3,1,1,27,2500,
惠州,惠阳,105,南,3,2,1,26,2500,
惠州,惠城,118.79,北,3,2,2,15,2500,
惠州,博罗,114.94,南,3,2,1,18,2500,
惠州,惠城,150,东南,4,1,1,17,2500,
惠州,惠阳,133,南,4,2,2,30,2500,
惠州,仲恺高新技术产业开发区,96,南,3,2,1,33,2500,
惠州,博罗,134,西南,3,2,2,16,2500,
惠州,大亚湾,120,南,4,2,2,33,2500,
惠州,惠城,89,东南,2,2,1,32,2500,
惠州,惠阳,125,东南,5,2,2,32,2500,
惠州,博罗,118,南,4,2,2,33,2500,
惠州,惠阳,119,南,4,2,2,33,2500,
惠州,惠阳,97,南北,3,2,2,32,2500,
惠州,博罗,118,南,4,2,2,24,2500,
惠州,惠阳,90,南,3,2,1,31,2500,
惠州,惠阳,95,南,3,1,1,32,2500,
惠州,惠阳,135,东西北,4,2,2,31,2500,
惠州,大亚湾,97,东南,3,2,2,25,2500,
惠州,博罗,126.74,南北,4,2,2,18,2500,
惠州,惠阳,139,南北,4,2,2,33,2500,
惠州,仲恺高新技术产业开发区,118.63,南,3,2,2,32,2500,
惠州,惠阳,99,东南,4,2,2,30,2450,
惠州,惠阳,131,南北,3,2,2,29,2400,
惠州,大亚湾,105,南北,4,2,2,18,2400,
惠州,博罗,146,南,4,2,2,30,2400,
惠州,大亚湾,110.72,南北,4,2,2,32,2400,
惠州,惠阳,115,南,3,2,1,34,2400,
惠州,惠城,117,南,3,2,2,26,2400,
惠州,惠阳,118,东南,3,2,2,31,2400,
惠州,大亚湾,88,南,3,2,1,10,2400,
惠州,大亚湾,109.37,南,4,2,2,32,2400,
惠州,惠城,79,南,3,2,1,16,2400,
惠州,惠城,53,南,1,1,1,30,2400,
惠州,惠城,118,东南,3,2,2,10,2400,
惠州,惠城,51,东北,1,1,1,43,2400,
惠州,惠城,92,北,2,1,1,30,2400,
惠州,大亚湾,147,南,4,2,2,31,2400,
惠州,惠城,75,西北,2,1,1,18,2400,
惠州,惠城,89,南,3,2,1,32,2400,
惠州,大亚湾,127,南,4,2,2,34,2400,
惠州,博罗,91.74,南,3,2,2,30,2400,
惠州,博罗,92,南,3,2,2,28,2400,
惠州,惠东,93,南,3,2,1,28,2400,
惠州,惠阳,89,南,3,2,1,30,2400,
惠州,大亚湾,120,南北,4,2,2,33,2400,
惠州,惠阳,88.26,南,3,2,1,30,2400,
惠州,惠阳,107,南北,4,2,2,32,2400,
惠州,惠城,100,南,3,2,2,33,2400,
惠州,大亚湾,131,南北,4,2,1,31,2400,
惠州,大亚湾,95,西南,2,2,1,23,2400,
惠州,大亚湾,109,南,4,2,2,34,2400,
惠州,大亚湾,120,南,3,1,2,18,2400,
惠州,大亚湾,128,南北,4,2,2,32,2400,
惠州,惠城,106,东南,4,2,2,31,2400,
惠州,大亚湾,90,南,3,2,2,18,2400,
惠州,惠阳,112,南,4,2,2,30,2400,
惠州,大亚湾,104,南北,3,2,2,31,2400,
惠州,大亚湾,113,南,3,2,2,27,2380,
惠州,惠城,123.29,南北,3,1,2,23,2350,
惠州,大亚湾,128,南北,4,2,2,32,2300,
惠州,惠阳,107,南,3,2,2,34,2300,
惠州,大亚湾,105,南,3,2,2,34,2300,
惠州,惠城,117,东南,4,2,2,31,2300,
惠州,惠城,158,南,4,3,3,6,2300,
惠州,惠城,78,南,3,2,1,32,2300,
惠州,博罗,93.91,南,3,2,1,29,2300,
惠州,大亚湾,86,南,3,2,1,11,2300,
惠州,惠阳,116,东南,4,2,2,28,2300,
惠州,大亚湾,120,南北,4,2,2,33,2300,
惠州,大亚湾,111,南,3,2,2,29,2300,
惠州,大亚湾,119,南,3,2,2,33,2300,
惠州,惠阳,101,东南,4,2,2,33,2300,
惠州,仲恺高新技术产业开发区,79.8,东南,3,2,1,33,2300,
惠州,惠阳,89,北,3,2,1,34,2300,
惠州,仲恺高新技术产业开发区,88,东南,3,2,1,29,2300,
惠州,仲恺高新技术产业开发区,126,东南,4,2,2,19,2300,
惠州,大亚湾,111,东南,4,2,2,32,2300,
惠州,大亚湾,150,东南,5,3,2,18,2300,
惠州,大亚湾,144,南,4,2,2,24,2300,
惠州,仲恺高新技术产业开发区,117,南北,3,2,2,18,2300,
惠州,大亚湾,98,东南,3,2,2,11,2300,
惠州,惠阳,118,南北,3,2,2,30,2300,
惠州,惠阳,87,南北,3,2,1,34,2300,
惠州,大亚湾,106,南北,3,2,2,34,2300,
惠州,惠城,103.76,南,3,2,1,34,2300,
惠州,惠阳,115.53,南北,4,2,2,33,2300,
惠州,惠阳,89,东南,3,2,1,14,2300,
惠州,大亚湾,97,东南,4,2,2,32,2300,
惠州,惠阳,104,南,4,2,1,34,2300,
惠州,惠城,89,东,3,2,1,32,2300,
惠州,大亚湾,127,南,4,2,2,34,2300,
惠州,大亚湾,120,南,4,2,2,33,2300,
惠州,大亚湾,87,东南,3,2,2,32,2300,
惠州,仲恺高新技术产业开发区,144,东南,4,2,2,11,2300,
惠州,惠城,39,西北,1,1,1,43,2300,
惠州,惠阳,96,南,3,2,2,33,2300,
惠州,大亚湾,97,南,3,2,2,30,2300,
惠州,博罗,119,南,3,2,2,32,2300,
惠州,大亚湾,110,南,3,2,2,33,2300,
惠州,大亚湾,113,东南西西北东北,4,2,2,33,2300,
惠州,惠阳,107,南北,4,2,2,29,2300,
惠州,惠阳,123,南北,3,2,2,26,2300,
惠州,大亚湾,112,东南,4,2,2,33,2300,
惠州,惠阳,100.82,南,3,2,1,30,2300,
惠州,惠城,96,南,3,2,2,17,2300,
惠州,仲恺高新技术产业开发区,125,东南,4,2,2,11,2300,
惠州,惠阳,118,南北,3,2,2,31,2300,
惠州,惠阳,70,东南,2,1,1,30,2300,
惠州,惠阳,89,东北,3,2,1,34,2300,
惠州,惠城,51,东北,1,0,1,43,2300,
惠州,大亚湾,89,南,3,2,1,34,2300,
惠州,惠城,133,南,3,2,1,24,2300,
惠州,博罗,110,南,3,2,2,27,2300,
惠州,惠城,89,南,3,2,1,28,2300,
惠州,大亚湾,130,南,4,2,2,32,2300,
惠州,惠阳,89,南,4,2,1,34,2300,
惠州,惠城,143,东,3,2,2,7,2300,
惠州,大亚湾,128,南,4,2,2,31,2300,
惠州,惠阳,110,南北,3,2,2,29,2300,
惠州,仲恺高新技术产业开发区,87,东南,3,2,1,31,2300,
惠州,大亚湾,128,南,4,2,2,4,2300,
惠州,大亚湾,128,北,4,2,2,34,2300,
惠州,大亚湾,87,南北,3,2,1,11,2300,
惠州,惠阳,134.04,南北,3,2,2,31,2300,
惠州,大亚湾,127,南北,4,2,2,4,2300,
惠州,大亚湾,127,东南,4,2,2,34,2300,
惠州,惠阳,117,南,4,2,2,33,2300,
惠州,惠城,92,南,3,1,1,30,2300,
惠州,惠阳,104,东南,3,2,2,28,2300,
惠州,大亚湾,126.37,南,4,2,2,33,2300,
惠州,惠阳,116,东南,4,2,2,32,2300,
惠州,大亚湾,83,南,3,2,1,34,2300,
惠州,博罗,148,南北,4,2,2,16,2300,
惠州,仲恺高新技术产业开发区,111,东,3,2,2,32,2300,
惠州,大亚湾,110,南北,3,2,2,33,2300,
惠州,大亚湾,128,南北,4,2,2,32,2300,
惠州,大亚湾,118,南,4,2,2,31,2300,
惠州,惠阳,108.57,南,3,2,2,34,2300,
惠州,大亚湾,86,南,3,2,1,33,2300,
惠州,惠阳,120.7,南北,4,2,2,30,2300,
惠州,惠城,92.92,东,2,2,1,30,2300,
惠州,惠阳,99.98,东南,3,2,2,28,2300,
惠州,惠阳,135,南北,4,2,2,31,2300,
惠州,惠城,55,东北,2,1,2,20,2300,
惠州,大亚湾,111,东南,4,2,2,33,2300,
惠州,惠城,86,东,3,2,1,20,2300,
惠州,博罗,95,南北,4,2,2,32,2300,
惠州,惠阳,99.33,东南,3,2,1,29,2300,
惠州,仲恺高新技术产业开发区,114,西南,4,2,2,28,2300,
惠州,惠城,80,东南,2,2,1,20,2300,
惠州,惠阳,72.61,东南,3,1,1,28,2300,
惠州,大亚湾,140,西南,4,2,2,33,2300,
惠州,惠阳,127,东南,3,2,2,24,2300,
惠州,惠城,80.59,南,3,2,1,23,2300,
惠州,大亚湾,97.5,南,3,2,2,33,2299,
惠州,大亚湾,112,南,4,2,2,33,2280,
惠州,大亚湾,145,南北,5,2,2,33,2280,
惠州,惠阳,126,南,3,2,2,29,2250,
惠州,大亚湾,87,南,2,2,1,31,2250,
惠州,大亚湾,110,南北,3,2,2,32,2250,
惠州,仲恺高新技术产业开发区,88,东南,3,2,1,32,2250,
惠州,大亚湾,115,南,4,2,2,30,2200,
惠州,博罗,128,南北,3,2,2,29,2200,
惠州,惠阳,98,南北,3,2,2,30,2200,
惠州,惠城,90,南,3,1,1,30,2200,
惠州,大亚湾,139.36,南,4,2,2,24,2200,
惠州,大亚湾,105,南北,4,2,2,33,2200,
惠州,大亚湾,124,南,4,2,2,18,2200,
惠州,惠阳,101,东南,3,2,2,32,2200,
惠州,大亚湾,128,南北,4,2,2,32,2200,
惠州,仲恺高新技术产业开发区,94.3,东南,3,2,1,29,2200,
惠州,大亚湾,106,南北,3,1,2,30,2200,
惠州,大亚湾,89,南,3,2,2,26,2200,
惠州,大亚湾,128.31,南北,4,2,2,34,2200,
惠州,惠城,132,东南,3,2,1,18,2200,
惠州,博罗,119.14,南,4,2,2,27,2200,
惠州,大亚湾,87,南,3,2,1,33,2200,
惠州,大亚湾,115.63,南北,3,2,2,33,2200,
惠州,惠阳,97,南,3,2,2,32,2200,
惠州,惠阳,108.61,东南,3,2,2,31,2200,
惠州,惠阳,107,北,3,2,2,30,2200,
惠州,大亚湾,110,南北,4,2,2,29,2200,
惠州,惠阳,130,南,4,2,2,32,2200,
惠州,惠城,73.75,北,2,1,1,16,2200,
惠州,惠城,125,西,2,2,1,9,2200,
惠州,惠城,80,南,2,1,1,22,2200,
惠州,惠阳,88.5,南,3,2,1,34,2200,
惠州,惠阳,92,南,3,2,1,33,2200,
惠州,惠城,115.34,东南,3,1,1,33,2200,
惠州,大亚湾,97,东南,3,2,2,33,2200,
惠州,惠东,93,东南,2,2,1,30,2200,
惠州,惠城,58,南,1,1,1,41,2200,
惠州,惠阳,135,南北,4,2,2,32,2200,
惠州,惠城,127,南北,4,2,2,16,2200,
惠州,博罗,134.18,南,4,2,2,18,2200,
惠州,惠阳,127,南,4,2,1,34,2200,
惠州,大亚湾,109,东南,4,2,2,33,2200,
惠州,惠阳,85,东南,2,2,1,16,2200,
惠州,惠阳,116,南,4,2,1,34,2200,
惠州,大亚湾,114,南北,3,2,2,33,2200,
惠州,惠阳,113,东南,3,2,2,21,2200,
惠州,惠阳,120,东南,3,2,1,31,2200,
惠州,惠阳,94,东南,3,2,2,34,2200,
惠州,惠阳,109,东南,3,2,2,29,2200,
惠州,惠城,46.15,南,2,1,2,20,2200,
惠州,仲恺高新技术产业开发区,72,南,3,1,2,11,2200,
惠州,惠城,110.6,南,3,1,2,30,2200,
惠州,大亚湾,128,南北,4,2,2,32,2200,
惠州,大亚湾,84,南,4,2,1,17,2200,
惠州,惠阳,89,南,3,2,2,34,2200,
惠州,惠阳,111.49,东南,4,2,2,29,2200,
惠州,惠城,89,南,3,1,1,14,2200,
惠州,惠阳,93,南,3,2,1,32,2200,
惠州,大亚湾,110,南北,4,2,2,26,2200,
惠州,仲恺高新技术产业开发区,120,东南,4,2,2,30,2200,
惠州,仲恺高新技术产业开发区,86.74,南北,3,2,1,32,2200,
惠州,大亚湾,110,南,3,2,2,30,2200,
惠州,惠阳,118,东南,3,2,2,31,2200,
惠州,惠阳,87,南,3,2,1,34,2200,
惠州,大亚湾,101,南北,4,2,2,34,2200,
惠州,仲恺高新技术产业开发区,114,东南,3,2,1,18,2200,
惠州,惠城,103,西北,3,2,2,26,2200,
惠州,惠阳,74,南,2,2,1,31,2200,
惠州,惠阳,91,北,3,2,1,34,2200,
惠州,大亚湾,125,东南,4,2,2,34,2200,
惠州,惠城,76.58,南,3,2,2,10,2200,
惠州,大亚湾,111,南北,4,2,2,33,2200,
惠州,惠阳,83,南,3,2,1,29,2200,
惠州,惠阳,89,南,3,2,1,29,2200,
惠州,惠阳,98.35,东南,3,2,2,11,2200,
惠州,大亚湾,96,东南,3,2,2,33,2200,
惠州,仲恺高新技术产业开发区,90,南,3,2,1,32,2200,
惠州,惠城,83,南,2,2,1,32,2200,
惠州,惠城,115,东南,4,2,2,33,2200,
惠州,大亚湾,101,南北,4,2,2,21,2200,
惠州,惠城,123,东北,3,2,2,6,2200,
惠州,大亚湾,82.5,西南,1,2,2,33,2200,
惠州,大亚湾,119,南,3,2,2,34,2200,
惠州,惠城,89,南,2,2,1,15,2200,
惠州,大亚湾,110,西北,4,2,2,32,2200,
惠州,惠城,76,西北,3,2,2,12,2200,
惠州,惠城,106,南,3,2,2,31,2200,
惠州,惠阳,129,南,3,1,2,30,2200,
惠州,大亚湾,55,西南,1,0,1,31,2200,
惠州,大亚湾,89,北,3,2,2,8,2200,
惠州,大亚湾,107,南北,4,2,2,33,2200,
惠州,惠阳,70,南,2,2,1,29,2200,
惠州,惠阳,118,南北,3,2,2,33,2200,
惠州,大亚湾,131,北,4,2,2,32,2200,
惠州,大亚湾,89,南,3,2,1,34,2200,
惠州,大亚湾,105,南北,3,2,2,32,2200,
惠州,惠阳,123,东,4,2,2,29,2200,
惠州,大亚湾,126,南,4,2,2,30,2200,
惠州,惠阳,98,南北,3,2,2,34,2200,
惠州,惠阳,114.87,东西北,4,2,2,30,2200,
惠州,大亚湾,110,北,3,2,1,32,2200,
惠州,大亚湾,96,南,3,2,2,34,2200,
惠州,惠阳,109,南,3,2,2,25,2200,
惠州,仲恺高新技术产业开发区,123,南,4,2,1,23,2200,
惠州,博罗,120,西南,3,2,2,18,2200,
惠州,仲恺高新技术产业开发区,89,西南,3,2,1,18,2200,
惠州,惠城,103,南,3,2,2,28,2200,
惠州,大亚湾,116,南,4,2,2,32,2200,
惠州,惠城,116.28,南,3,2,2,9,2200,
惠州,仲恺高新技术产业开发区,102,西南,3,2,2,30,2200,
惠州,惠城,103.98,东南,3,2,2,26,2200,
惠州,惠阳,132,南,3,2,2,28,2200,
惠州,大亚湾,85.8,南,3,2,2,26,2188,
惠州,惠阳,128,东西北,3,2,1,12,2150,
惠州,大亚湾,89,南,3,2,1,32,2150,
惠州,惠阳,83.58,东南,3,2,1,21,2100,
惠州,惠城,88,北,3,1,1,19,2100,
惠州,大亚湾,128,南北,4,2,2,32,2100,
惠州,大亚湾,131,北,4,2,2,33,2100,
惠州,大亚湾,90,东南,3,2,1,33,2100,
惠州,惠阳,90,南,3,2,1,31,2100,
惠州,惠阳,90,南,4,2,2,19,2100,
惠州,大亚湾,98,南北,4,2,2,32,2100,
惠州,博罗,119.9,南,3,2,2,24,2100,
惠州,惠阳,87,南,3,2,1,34,2100,
惠州,大亚湾,85,南北,3,2,1,11,2100,
惠州,大亚湾,55,南,1,1,1,31,2100,
惠州,惠城,102,东南,3,2,2,31,2100,
惠州,大亚湾,113,南北,3,2,2,19,2100,
惠州,大亚湾,72,南,1,1,1,33,2100,
惠州,惠城,89,西南,2,2,1,16,2100,
惠州,大亚湾,110,南北,3,2,2,31,2100,
惠州,仲恺高新技术产业开发区,99.8,东南,3,2,1,30,2100,
惠州,大亚湾,103.63,南,5,2,1,32,2100,
惠州,惠城,40,东南,1,0,1,48,2100,
惠州,惠城,130,南北,3,2,2,9,2100,
惠州,惠城,42,南,2,2,1,20,2100,
惠州,大亚湾,89,南,3,2,1,34,2100,
惠州,惠阳,82,东南,3,2,1,29,2100,
惠州,大亚湾,99,南,3,2,1,34,2100,
惠州,惠城,91.74,东南,3,2,2,31,2100,
惠州,仲恺高新技术产业开发区,94,东南,3,2,2,34,2100,
惠州,大亚湾,95,南,3,2,1,32,2100,
惠州,惠阳,112.99,东南,3,2,2,24,2100,
惠州,博罗,132.43,南北,3,2,2,18,2100,
惠州,惠阳,93,南,3,2,1,32,2100,
惠州,大亚湾,88,东,3,2,2,26,2100,
惠州,惠阳,101.3,南,3,2,2,28,2100,
惠州,大亚湾,95,南,3,2,1,33,2100,
惠州,惠城,108,南,3,2,2,8,2100,
惠州,仲恺高新技术产业开发区,98,南,3,2,1,18,2100,
惠州,大亚湾,121,南北,3,2,2,6,2100,
惠州,大亚湾,106,南,4,2,2,18,2100,
惠州,仲恺高新技术产业开发区,87,东南,3,2,1,27,2100,
惠州,惠阳,139,南北,3,2,2,18,2100,
惠州,惠城,39,东南,1,1,1,48,2100,
惠州,大亚湾,128,南,4,2,2,34,2100,
惠州,大亚湾,99,南,4,2,2,31,2100,
惠州,惠阳,98,东南,3,2,2,31,2100,
惠州,惠阳,111,南,3,2,2,30,2100,
惠州,仲恺高新技术产业开发区,81,东南,3,2,1,30,2100,
惠州,大亚湾,75,南,3,2,1,26,2100,
惠州,博罗,112,南北,3,2,2,30,2100,
惠州,大亚湾,104,南,3,2,2,33,2100,
惠州,惠城,75,南,2,2,1,8,2100,
惠州,大亚湾,127.86,南北,4,2,2,33,2100,
惠州,大亚湾,128,南,4,2,2,27,2100,
惠州,仲恺高新技术产业开发区,108.8,南,4,2,2,32,2100,
惠州,大亚湾,110,西南,4,2,2,33,2050,
惠州,大亚湾,101,东南,3,2,2,29,2000,
惠州,惠城,80,西北,2,1,1,29,2000,
惠州,惠城,67,南,2,1,1,16,2000,
惠州,惠阳,97,南,4,2,3,32,2000,
惠州,仲恺高新技术产业开发区,80,东南,3,2,1,26,2000,
惠州,惠城,76,南,3,1,1,22,2000,
惠州,大亚湾,110,南,3,2,2,18,2000,
惠州,大亚湾,109,南,3,2,2,32,2000,
惠州,大亚湾,85,东南,3,2,1,11,2000,
惠州,惠城,87,南北,3,1,1,30,2000,
惠州,惠阳,98,南北,3,2,2,30,2000,
惠州,惠阳,90,南,2,2,1,18,2000,
惠州,惠城,91.84,南,3,2,2,31,2000,
惠州,大亚湾,143,南北,4,2,2,34,2000,
惠州,惠阳,98,南,2,1,1,18,2000,
惠州,仲恺高新技术产业开发区,94,东南,3,2,1,32,2000,
惠州,惠阳,101,南,4,2,2,33,2000,
惠州,惠阳,101.9,东南,3,2,2,28,2000,
惠州,大亚湾,110,南,3,2,2,31,2000,
惠州,惠阳,85,东南,1,0,0,26,2000,
惠州,大亚湾,104,南,3,2,2,34,2000,
惠州,惠阳,139,南北,4,2,2,33,2000,
惠州,大亚湾,97.43,南,3,2,2,9,2000,
惠州,大亚湾,89,南,3,2,1,33,2000,
惠州,惠阳,136,南,4,2,2,11,2000,
惠州,惠阳,90,南,3,2,1,32,2000,
惠州,大亚湾,88,南,3,2,1,33,2000,
惠州,博罗,106,南,2,2,1,18,2000,
惠州,大亚湾,108,南北,4,2,2,34,2000,
惠州,大亚湾,107.5,西南,3,2,2,33,2000,
惠州,大亚湾,218,南,3,2,3,4,2000,
惠州,大亚湾,124,南,4,2,2,34,2000,
惠州,大亚湾,95,南,3,2,1,32,2000,
惠州,惠阳,93,南,3,2,1,31,2000,
惠州,惠城,109.3,南,3,2,2,18,2000,
惠州,大亚湾,98,南北,3,2,1,25,2000,
惠州,大亚湾,96,南,3,2,1,33,2000,
惠州,惠阳,118,南北,3,2,2,30,2000,
惠州,大亚湾,105.21,南,3,2,2,34,2000,
惠州,惠阳,118,南,3,2,2,33,2000,
惠州,大亚湾,89,南,2,2,1,27,2000,
惠州,大亚湾,98,东南,4,2,2,17,2000,
惠州,惠城,62,南,2,2,1,31,2000,
惠州,大亚湾,65,南,2,1,1,29,2000,
惠州,大亚湾,92.65,南,3,2,2,33,2000,
惠州,大亚湾,108,南,4,2,2,28,2000,
惠州,惠城,125,东南,2,2,2,11,2000,
惠州,大亚湾,101,南北,4,2,1,24,2000,
惠州,大亚湾,84,南,3,2,2,33,2000,
惠州,惠城,89,南,3,2,2,23,2000,
惠州,大亚湾,136,南,3,2,2,28,2000,
惠州,大亚湾,89,南,3,2,1,27,2000,
惠州,大亚湾,80.5,南,3,2,1,11,2000,
惠州,大亚湾,104,南,3,2,2,33,2000,
惠州,惠阳,104,南,3,2,1,32,2000,
惠州,惠阳,86.21,南,2,2,1,30,2000,
惠州,惠阳,100.68,南,3,2,1,33,2000,
惠州,大亚湾,128,南,4,2,2,32,2000,
惠州,大亚湾,106,西南,3,2,2,34,2000,
惠州,大亚湾,72,南,1,1,1,31,2000,
惠州,大亚湾,124,南,4,2,2,18,2000,
惠州,大亚湾,110,西南北,4,2,2,32,2000,
惠州,大亚湾,128,东南,4,2,2,31,2000,
惠州,仲恺高新技术产业开发区,100,南北,3,2,1,27,2000,
惠州,大亚湾,107,东南,3,2,2,33,2000,
惠州,大亚湾,87,南,2,1,1,47,2000,
惠州,大亚湾,112,南北,4,2,2,30,2000,
惠州,博罗,97,西南,3,2,1,27,2000,
惠州,大亚湾,120,南北,4,2,2,33,2000,
惠州,惠阳,82.37,南,3,2,1,29,2000,
惠州,大亚湾,114,西北,4,2,2,28,2000,
惠州,大亚湾,109,南,4,2,2,31,2000,
惠州,惠阳,119,南北,3,2,2,32,2000,
惠州,惠阳,74,东,2,2,1,29,2000,
惠州,惠阳,98.44,南,3,2,2,24,2000,
惠州,大亚湾,75.46,南,3,2,1,32,2000,
惠州,惠阳,110,南,4,2,2,32,2000,
惠州,大亚湾,89,南北,3,2,2,33,2000,
惠州,惠阳,92,南,4,2,1,29,2000,
惠州,惠城,70,南,3,2,1,10,2000,
惠州,大亚湾,126.2,南,3,1,2,33,2000,
惠州,大亚湾,115.6,南北,4,2,2,33,2000,
惠州,大亚湾,146,南,4,2,2,32,2000,
惠州,大亚湾,126,东南,4,2,2,32,2000,
惠州,惠城,80,东南,3,1,1,31,2000,
惠州,惠阳,89,东南,3,2,1,34,2000,
惠州,大亚湾,113,南,4,2,2,33,2000,
惠州,惠阳,93,南,3,2,1,31,2000,
惠州,大亚湾,89,西南,3,2,1,28,2000,
惠州,惠阳,93,南,3,2,1,32,2000,
惠州,大亚湾,85,南,3,2,2,33,2000,
惠州,大亚湾,97,东南,4,2,2,29,2000,
惠州,大亚湾,85,南,3,2,2,29,2000,
惠州,惠阳,90.19,南,3,2,1,31,2000,
惠州,大亚湾,103.7,南,3,2,2,33,2000,
惠州,惠城,150,东南,4,2,2,7,2000,
惠州,仲恺高新技术产业开发区,98,东南,3,2,1,32,2000,
惠州,大亚湾,98,南,3,2,2,11,2000,
惠州,大亚湾,117,南北,3,2,2,27,2000,
惠州,惠阳,98,南,3,2,2,32,2000,
惠州,惠阳,98,南,3,2,2,30,2000,
惠州,惠阳,122.99,南,3,2,2,30,2000,
惠州,大亚湾,81,东,2,2,1,31,2000,
惠州,大亚湾,87,南,3,2,1,31,2000,
惠州,大亚湾,89,南,3,2,2,33,2000,
惠州,博罗,110,东北,3,2,2,28,2000,
惠州,惠城,110,东,3,2,2,8,2000,
惠州,大亚湾,89,南,3,2,1,34,2000,
惠州,惠阳,146,南,4,2,2,21,2000,
惠州,大亚湾,108,南,4,2,2,32,2000,
惠州,大亚湾,95,南,3,2,1,32,2000,
惠州,大亚湾,90,南北,3,2,1,6,2000,
